opening_date(kor),closing_date(kor),opening_price,closing_price,high_price,low_price,trade_price,trade_volume
2019-02-26 6:00,2019-02-26 7:00,4234000,4225000,4246000,4225000,4225000,85.90376967
2019-02-26 7:00,2019-02-26 8:00,4225000,4252000,4256000,4221000,4252000,238.9068425
2019-02-26 8:00,2019-02-26 9:00,4252000,4255000,4265000,4247000,4255000,444.9379007
2019-02-26 9:00,2019-02-26 10:00,4255000,4257000,4266000,4238000,4260000,460.1599233
2019-02-26 10:00,2019-02-26 11:00,4257000,4249000,4261000,4246000,4249000,290.6038569
2019-02-26 11:00,2019-02-26 12:00,4249000,4247000,4253000,4244000,4247000,247.429826
2019-02-26 12:00,2019-02-26 13:00,4247000,4258000,4263000,4243000,4258000,348.3046585
2019-02-26 13:00,2019-02-26 14:00,4258000,4244000,4261000,4238000,4248000,301.583006
2019-02-26 14:00,2019-02-26 15:00,4244000,4221000,4249000,4214000,4222000,521.5612375
2019-02-26 15:00,2019-02-26 16:00,4221000,4226000,4230000,4206000,4226000,606.6238692
2019-02-26 16:00,2019-02-26 17:00,4226000,4226000,4232000,4217000,4226000,401.1173712
2019-02-26 17:00,2019-02-26 18:00,4226000,4242000,4248000,4223000,4244000,344.2566248
2019-02-26 18:00,2019-02-26 19:00,4242000,4228000,4249000,4227000,4230000,363.7634516
2019-02-26 19:00,2019-02-26 20:00,4228000,4234000,4245000,4228000,4234000,248.8723069
2019-02-26 20:00,2019-02-26 21:00,4234000,4227000,4244000,4225000,4225000,250.7588565
2019-02-26 21:00,2019-02-26 22:00,4227000,4223000,4235000,4220000,4225000,212.9182972
2019-02-26 22:00,2019-02-26 23:00,4223000,4217000,4227000,4210000,4216000,331.0493973
2019-02-26 23:00,2019-02-27 0:00,4217000,4238000,4244000,4215000,4234000,343.7359963
2019-02-27 0:00,2019-02-27 1:00,4238000,4236000,4251000,4232000,4236000,259.3327606
2019-02-27 1:00,2019-02-27 2:00,4236000,4226000,4242000,4221000,4224000,201.5568302
2019-02-27 2:00,2019-02-27 3:00,4226000,4229000,4233000,4216000,4229000,97.0597495
2019-02-27 3:00,2019-02-27 4:00,4229000,4227000,4241000,4217000,4227000,55.25041112
2019-02-27 4:00,2019-02-27 5:00,4227000,4232000,4239000,4223000,4235000,33.41244171
2019-02-27 5:00,2019-02-27 6:00,4232000,4224000,4240000,4223000,4224000,34.5444993
2019-02-27 6:00,2019-02-27 7:00,4224000,4220000,4234000,4220000,4220000,54.81268796
2019-02-27 7:00,2019-02-27 8:00,4220000,4234000,4236000,4218000,4234000,91.14126592
2019-02-27 8:00,2019-02-27 9:00,4234000,4229000,4237000,4223000,4228000,138.1004101
2019-02-27 9:00,2019-02-27 10:00,4229000,4214000,4237000,4210000,4215000,313.7680492
2019-02-27 10:00,2019-02-27 11:00,4214000,4227000,4228000,4214000,4227000,243.7662424
2019-02-27 11:00,2019-02-27 12:00,4227000,4240000,4241000,4221000,4240000,258.3663774
2019-02-27 12:00,2019-02-27 13:00,4240000,4236000,4244000,4231000,4242000,298.6798349
2019-02-27 13:00,2019-02-27 14:00,4236000,4240000,4250000,4235000,4240000,318.7804155
2019-02-27 14:00,2019-02-27 15:00,4240000,4241000,4245000,4233000,4242000,276.6332622
2019-02-27 15:00,2019-02-27 16:00,4241000,4248000,4252000,4239000,4246000,358.9769255
2019-02-27 16:00,2019-02-27 17:00,4248000,4254000,4257000,4244000,4250000,377.005157
2019-02-27 17:00,2019-02-27 18:00,4254000,4247000,4256000,4246000,4249000,305.018032
2019-02-27 18:00,2019-02-27 19:00,4247000,4251000,4253000,4242000,4251000,273.3464638
2019-02-27 19:00,2019-02-27 20:00,4251000,4244000,4253000,4240000,4244000,273.5971868
2019-02-27 20:00,2019-02-27 21:00,4244000,4250000,4250000,4238000,4250000,150.4804574
2019-02-27 21:00,2019-02-27 22:00,4250000,4245000,4257000,4242000,4247000,196.6939892
2019-02-27 22:00,2019-02-27 23:00,4245000,4252000,4256000,4245000,4251000,260.3206495
2019-02-27 23:00,2019-02-28 0:00,4252000,4242000,4255000,4229000,4242000,325.8926506
2019-02-28 0:00,2019-02-28 1:00,4242000,4242000,4244000,4231000,4242000,213.3090585
2019-02-28 1:00,2019-02-28 2:00,4242000,4240000,4251000,4236000,4240000,194.0672027
2019-02-28 2:00,2019-02-28 3:00,4240000,4238000,4247000,4236000,4238000,45.14090095
2019-02-28 3:00,2019-02-28 4:00,4238000,4239000,4243000,4237000,4239000,42.00573406
2019-02-28 4:00,2019-02-28 5:00,4239000,4248000,4250000,4239000,4249000,34.33404191
2019-02-28 5:00,2019-02-28 6:00,4248000,4188000,4250000,4145000,4195000,797.8869292
2019-02-28 6:00,2019-02-28 7:00,4188000,4201000,4212000,4172000,4202000,597.0403577
2019-02-28 7:00,2019-02-28 8:00,4201000,4239000,4239000,4198000,4235000,143.5481347
2019-02-28 8:00,2019-02-28 9:00,4239000,4259000,4271000,4232000,4259000,262.5957782
2019-02-28 9:00,2019-02-28 10:00,4259000,4259000,4266000,4245000,4258000,258.9512349
2019-02-28 10:00,2019-02-28 11:00,4259000,4262000,4275000,4255000,4262000,397.8662568
2019-02-28 11:00,2019-02-28 12:00,4262000,4252000,4273000,4249000,4249000,802.8304942
2019-02-28 12:00,2019-02-28 13:00,4252000,4247000,4254000,4238000,4246000,441.0261396
2019-02-28 13:00,2019-02-28 14:00,4247000,4247000,4254000,4239000,4247000,327.9831106
2019-02-28 14:00,2019-02-28 15:00,4247000,4254000,4257000,4240000,4255000,377.8113023
2019-02-28 15:00,2019-02-28 16:00,4254000,4245000,4259000,4240000,4245000,367.6404593
2019-02-28 16:00,2019-02-28 17:00,4245000,4242000,4248000,4233000,4242000,342.4574669
2019-02-28 17:00,2019-02-28 18:00,4242000,4264000,4269000,4242000,4263000,544.9723011
2019-02-28 18:00,2019-02-28 19:00,4264000,4272000,4274000,4253000,4272000,476.2127258
2019-02-28 19:00,2019-02-28 20:00,4272000,4255000,4275000,4250000,4255000,425.612766
2019-02-28 20:00,2019-02-28 21:00,4255000,4258000,4266000,4251000,4259000,299.2203019
2019-02-28 21:00,2019-02-28 22:00,4258000,4250000,4263000,4247000,4251000,221.8387098
2019-02-28 22:00,2019-02-28 23:00,4250000,4250000,4254000,4243000,4249000,234.1761194
