opening_date(kor),closing_date(kor),opening_price,closing_price,high_price,low_price,trade_price,trade_volume
2018-02-03 15:00,2018-02-03 16:00,8767000,8930000,9015000,8758000,8930000,1133.184753
2018-02-03 16:00,2018-02-03 17:00,8930000,8951000,9006000,8813000,8950000,794.7097614
2018-02-03 17:00,2018-02-03 18:00,8951000,9142000,9200000,8900000,9142000,888.9798048
2018-02-03 18:00,2018-02-03 19:00,9142000,9137000,9290000,9045000,9137000,1087.307284
2018-02-03 19:00,2018-02-03 20:00,9137000,9023000,9148000,8933000,9023000,761.29723
2018-02-03 20:00,2018-02-03 21:00,9023000,9229000,9286000,8967000,9229000,1039.010178
2018-02-03 21:00,2018-02-03 22:00,9229000,9245000,9325000,9100000,9245000,1128.27233
2018-02-03 22:00,2018-02-03 23:00,9245000,9480000,9568000,9161000,9480000,2102.10909
2018-02-03 23:00,2018-02-04 0:00,9480000,9679000,9750000,9331000,9679000,2777.246041
2018-02-04 0:00,2018-02-04 1:00,9679000,9520000,10200000,9400000,9520000,3752.792042
2018-02-04 1:00,2018-02-04 2:00,9520000,9587000,9630000,9330000,9580000,1317.129836
2018-02-04 2:00,2018-02-04 3:00,9587000,9400000,9636000,9350000,9400000,525.769363
2018-02-04 3:00,2018-02-04 4:00,9400000,9580000,9594000,9302000,9585000,367.9873471
2018-02-04 4:00,2018-02-04 5:00,9580000,9521000,9628000,9455000,9521000,272.7708624
2018-02-04 5:00,2018-02-04 6:00,9521000,9551000,9667000,9521000,9551000,270.6413693
2018-02-04 6:00,2018-02-04 7:00,9551000,9584000,9670000,9500000,9584000,240.0225051
2018-02-04 7:00,2018-02-04 8:00,9584000,9454000,9597000,9401000,9454000,219.2720715
2018-02-04 8:00,2018-02-04 9:00,9454000,9524000,9575000,9250000,9520000,640.3065594
2018-02-04 9:00,2018-02-04 10:00,9524000,9302000,9584000,9222000,9302000,946.0724105
2018-02-04 10:00,2018-02-04 11:00,9302000,9275000,9450000,9269000,9275000,478.3772605
2018-02-04 11:00,2018-02-04 12:00,9275000,9438000,9450000,9269000,9436000,298.3341695
2018-02-04 12:00,2018-02-04 13:00,9438000,9611000,9650000,9437000,9611000,834.9668045
2018-02-04 13:00,2018-02-04 14:00,9611000,9659000,9750000,9561000,9659000,726.0006835
2018-02-04 14:00,2018-02-04 15:00,9659000,10054000,10052000,9648000,10052000,1953.577897
2018-02-04 15:00,2018-02-04 16:00,10054000,9882000,10158000,9870000,9882000,1407.417792
2018-02-04 16:00,2018-02-04 17:00,9882000,9806000,9980000,9680000,9806000,857.5014526
2018-02-04 17:00,2018-02-04 18:00,9806000,9839000,9907000,9705000,9838000,539.4093526
2018-02-04 18:00,2018-02-04 19:00,9839000,9608000,9844000,9415000,9604000,1369.918597
2018-02-04 19:00,2018-02-04 20:00,9608000,9681000,9684000,9411000,9681000,915.5103651
2018-02-04 20:00,2018-02-04 21:00,9681000,9611000,9848000,9553000,9613000,979.7261771
2018-02-04 21:00,2018-02-04 22:00,9611000,9565000,9611000,9359000,9564000,1351.730353
2018-02-04 22:00,2018-02-04 23:00,9565000,9450000,9571000,9360000,9450000,695.0945909
2018-02-04 23:00,2018-02-05 0:00,9450000,9437000,9566000,9416000,9437000,601.5623141
2018-02-05 0:00,2018-02-05 1:00,9437000,9065000,9469000,8975000,9062000,1165.861681
2018-02-05 1:00,2018-02-05 2:00,9065000,9082000,9160000,8909000,9092000,649.6722693
2018-02-05 2:00,2018-02-05 3:00,9082000,9109000,9193000,9005000,9109000,356.8686724
2018-02-05 3:00,2018-02-05 4:00,9109000,9088000,9247000,9029000,9070000,202.1009549
2018-02-05 4:00,2018-02-05 5:00,9088000,9031000,9096000,8947000,9030000,199.9584419
2018-02-05 5:00,2018-02-05 6:00,9031000,8906000,9061000,8765000,8895000,693.6053549
2018-02-05 6:00,2018-02-05 7:00,8906000,8866000,9075000,8800000,8866000,411.2736111
2018-02-05 7:00,2018-02-05 8:00,8866000,9183000,9210000,8818000,9183000,624.2715946
2018-02-05 8:00,2018-02-05 9:00,9183000,8900000,9214000,8886000,8900000,522.2110987
2018-02-05 9:00,2018-02-05 10:00,8900000,8946000,9099000,8900000,8946000,559.5338588
2018-02-05 10:00,2018-02-05 11:00,8946000,8690000,8948000,8533000,8691000,1371.663475
2018-02-05 11:00,2018-02-05 12:00,8690000,8681000,8840000,8551000,8663000,727.919147
2018-02-05 12:00,2018-02-05 13:00,8681000,8789000,8866000,8661000,8789000,663.0809509
2018-02-05 13:00,2018-02-05 14:00,8789000,9006000,9080000,8710000,8988000,719.2707545
2018-02-05 14:00,2018-02-05 15:00,9006000,9058000,9250000,8917000,9055000,1616.395697
2018-02-05 15:00,2018-02-05 16:00,9058000,8872000,9150000,8830000,8872000,789.6350834
2018-02-05 16:00,2018-02-05 17:00,8872000,8841000,9000000,8788000,8841000,756.9782527
2018-02-05 17:00,2018-02-05 18:00,8841000,8680000,8853000,8663000,8680000,665.6233184
2018-02-05 18:00,2018-02-05 19:00,8680000,8724000,8840000,8540000,8724000,856.3661464
2018-02-05 19:00,2018-02-05 20:00,8724000,8568000,8771000,8565000,8567000,540.9457942
2018-02-05 20:00,2018-02-05 21:00,8568000,8394000,8657000,8350000,8394000,1130.782793
2018-02-05 21:00,2018-02-05 22:00,8394000,8549000,8690000,8394000,8540000,1130.137879
2018-02-05 22:00,2018-02-05 23:00,8549000,8594000,8643000,8523000,8595000,839.4851195
2018-02-05 23:00,2018-02-06 0:00,8594000,8336000,8603000,8303000,8336000,1283.762129
2018-02-06 0:00,2018-02-06 1:00,8336000,8278000,8399000,8175000,8278000,1024.455292
2018-02-06 1:00,2018-02-06 2:00,8278000,8253000,8360000,8179000,8256000,429.2671984
2018-02-06 2:00,2018-02-06 3:00,8253000,8090000,8275000,8092000,8092000,400.657759
2018-02-06 3:00,2018-02-06 4:00,8090000,8163000,8350000,8084000,8137000,786.5197455
2018-02-06 4:00,2018-02-06 5:00,8163000,7985000,8168000,7943000,7985000,921.4130917
2018-02-06 5:00,2018-02-06 6:00,7985000,8161000,8349000,7923000,8163000,1043.575844
2018-02-06 6:00,2018-02-06 7:00,8161000,8100000,8230000,8071000,8100000,500.7343519
2018-02-06 7:00,2018-02-06 8:00,8100000,7861000,8183000,7856000,7861000,730.3380686
2018-02-06 8:00,2018-02-06 9:00,7861000,7831000,7934000,7715000,7832000,1221.057424
2018-02-06 9:00,2018-02-06 10:00,7831000,7697000,7970000,7635000,7698000,1389.174196
2018-02-06 10:00,2018-02-06 11:00,7697000,6991000,7697000,6901000,6989000,3816.959303
2018-02-06 11:00,2018-02-06 12:00,6991000,7069000,7257000,6970000,7069000,1942.387785
2018-02-06 12:00,2018-02-06 13:00,7069000,6917000,7099000,6781000,6917000,1998.104096
2018-02-06 13:00,2018-02-06 14:00,6917000,6702000,6990000,6681000,6700000,1214.324281
2018-02-06 14:00,2018-02-06 15:00,6702000,7168000,7375000,6620000,7168000,3164.420387
2018-02-06 15:00,2018-02-06 16:00,7168000,6976000,7180000,6868000,6976000,1469.243618
2018-02-06 16:00,2018-02-06 17:00,6976000,6793000,7150000,6720000,6796000,929.6828468
2018-02-06 17:00,2018-02-06 18:00,6793000,6964000,7100000,6770000,6964000,1137.718368
2018-02-06 18:00,2018-02-06 19:00,6964000,7324000,7676000,6964000,7324000,2720.155657
2018-02-06 19:00,2018-02-06 20:00,7324000,7364000,7570000,7250000,7364000,1491.220759
2018-02-06 20:00,2018-02-06 21:00,7364000,7394000,7450000,7129000,7394000,1316.69769
2018-02-06 21:00,2018-02-06 22:00,7394000,7520000,7648000,7258000,7520000,1952.737858
2018-02-06 22:00,2018-02-06 23:00,7520000,7941000,8146000,7503000,7939000,4528.315004
2018-02-06 23:00,2018-02-07 0:00,7941000,7866000,8080000,7525000,7867000,3340.264587
2018-02-07 0:00,2018-02-07 1:00,7866000,7914000,8161000,7711000,7914000,3204.471424
2018-02-07 1:00,2018-02-07 2:00,7914000,7829000,8038000,7651000,7826000,1386.497951
2018-02-07 2:00,2018-02-07 3:00,7829000,7687000,7829000,7551000,7704000,745.8263745
2018-02-07 3:00,2018-02-07 4:00,7687000,7844000,7868000,7650000,7844000,467.4579723
2018-02-07 4:00,2018-02-07 5:00,7844000,8088000,8155000,7843000,8072000,786.3643311
2018-02-07 5:00,2018-02-07 6:00,8088000,8069000,8311000,8007000,8069000,1105.552132
2018-02-07 6:00,2018-02-07 7:00,8069000,8468000,8490000,8060000,8457000,1301.380761
2018-02-07 7:00,2018-02-07 8:00,8468000,8415000,8489000,8215000,8410000,1157.639959
2018-02-07 8:00,2018-02-07 9:00,8415000,8646000,8698000,8378000,8642000,1889.854381
2018-02-07 9:00,2018-02-07 10:00,8646000,8431000,8646000,8130000,8431000,2096.940081
2018-02-07 10:00,2018-02-07 11:00,8431000,8509000,8638000,8338000,8509000,1104.554911
2018-02-07 11:00,2018-02-07 12:00,8509000,8325000,8646000,8219000,8326000,1272.542325
2018-02-07 12:00,2018-02-07 13:00,8325000,8124000,8358000,8060000,8112000,1101.063065
2018-02-07 13:00,2018-02-07 14:00,8124000,8273000,8375000,7990000,8274000,1182.797764
2018-02-07 14:00,2018-02-07 15:00,8273000,8251000,8315000,8175000,8260000,785.0816275
2018-02-07 15:00,2018-02-07 16:00,8251000,8230000,8270000,8075000,8230000,542.7274879
2018-02-07 16:00,2018-02-07 17:00,8230000,8411000,8447000,8170000,8415000,1035.195629
2018-02-07 17:00,2018-02-07 18:00,8411000,8443000,8512000,8331000,8442000,1393.88748
2018-02-07 18:00,2018-02-07 19:00,8443000,8692000,8799000,8443000,8692000,2194.538106
2018-02-07 19:00,2018-02-07 20:00,8692000,8881000,8917000,8641000,8880000,2066.041826
2018-02-07 20:00,2018-02-07 21:00,8881000,8781000,9020000,8584000,8788000,3423.957651
2018-02-07 21:00,2018-02-07 22:00,8781000,8931000,9007000,8670000,8930000,1840.106519
2018-02-07 22:00,2018-02-07 23:00,8931000,8936000,9199000,8924000,8930000,4491.023275
2018-02-07 23:00,2018-02-08 0:00,8936000,8872000,9049000,8737000,8872000,2379.164459
2018-02-08 0:00,2018-02-08 1:00,8872000,8854000,8980000,8700000,8854000,1370.772656
2018-02-08 1:00,2018-02-08 2:00,8854000,8688000,8902000,8662000,8688000,938.0256182
2018-02-08 2:00,2018-02-08 3:00,8688000,8919000,8960000,8675000,8919000,736.354174
2018-02-08 3:00,2018-02-08 4:00,8919000,8838000,8990000,8830000,8838000,480.1600347
2018-02-08 4:00,2018-02-08 5:00,8838000,8822000,8865000,8757000,8822000,150.0195054
2018-02-08 5:00,2018-02-08 6:00,8822000,8880000,8915000,8717000,8868000,319.8251963
2018-02-08 6:00,2018-02-08 7:00,8880000,8880000,8950000,8826000,8880000,266.4413379
2018-02-08 7:00,2018-02-08 8:00,8880000,8551000,8880000,8501000,8552000,1112.80615
2018-02-08 8:00,2018-02-08 9:00,8551000,8410000,8600000,8360000,8387000,1644.129465
2018-02-08 9:00,2018-02-08 10:00,8410000,8531000,8729000,8410000,8531000,1656.325594
2018-02-08 10:00,2018-02-08 11:00,8531000,8662000,8771000,8450000,8662000,1178.593766
2018-02-08 11:00,2018-02-08 12:00,8662000,8844000,8895000,8657000,8832000,1761.493807
2018-02-08 12:00,2018-02-08 13:00,8844000,8805000,8875000,8762000,8805000,840.2861617
2018-02-08 13:00,2018-02-08 14:00,8805000,8950000,8989000,8790000,8953000,1242.514871
2018-02-08 14:00,2018-02-08 15:00,8950000,8820000,9012000,8820000,8820000,1466.91957
2018-02-08 15:00,2018-02-08 16:00,8820000,8848000,8875000,8765000,8857000,1130.030281
2018-02-08 16:00,2018-02-08 17:00,8848000,9048000,9090000,8832000,9048000,1698.178356
2018-02-08 17:00,2018-02-08 18:00,9048000,9102000,9159000,8986000,9102000,2011.648297
2018-02-08 18:00,2018-02-08 19:00,9102000,9215000,9248000,9052000,9215000,1839.843583
2018-02-08 19:00,2018-02-08 20:00,9215000,9674000,9690000,9180000,9665000,5180.275125
2018-02-08 20:00,2018-02-08 21:00,9674000,9466000,9680000,9381000,9466000,3348.932725
2018-02-08 21:00,2018-02-08 22:00,9466000,9593000,9617000,9225000,9593000,3590.059839
2018-02-08 22:00,2018-02-08 23:00,9593000,9455000,9600000,9425000,9453000,2085.553237
2018-02-08 23:00,2018-02-09 0:00,9455000,9400000,9498000,9351000,9405000,1607.204986
2018-02-09 0:00,2018-02-09 1:00,9400000,9178000,9442000,9150000,9178000,1358.890695
2018-02-09 1:00,2018-02-09 2:00,9178000,9297000,9343000,9129000,9306000,1213.808774
2018-02-09 2:00,2018-02-09 3:00,9297000,9241000,9420000,9190000,9240000,914.6022653
2018-02-09 3:00,2018-02-09 4:00,9241000,9246000,9286000,9132000,9246000,423.7745355
2018-02-09 4:00,2018-02-09 5:00,9246000,9390000,9462000,9194000,9405000,500.7645035
2018-02-09 5:00,2018-02-09 6:00,9390000,9352000,9450000,9345000,9351000,444.3628725
2018-02-09 6:00,2018-02-09 7:00,9352000,9310000,9409000,9250000,9350000,554.5073517
2018-02-09 7:00,2018-02-09 8:00,9310000,9424000,9481000,9268000,9422000,762.3786032
2018-02-09 8:00,2018-02-09 9:00,9424000,9479000,9512000,9356000,9480000,1302.875667
2018-02-09 9:00,2018-02-09 10:00,9479000,9167000,9530000,9103000,9167000,2422.762704
2018-02-09 10:00,2018-02-09 11:00,9167000,9303000,9338000,9075000,9303000,1843.221878
2018-02-09 11:00,2018-02-09 12:00,9303000,9424000,9460000,9247000,9435000,1415.946904
2018-02-09 12:00,2018-02-09 13:00,9424000,9452000,9530000,9290000,9450000,1587.577152
2018-02-09 13:00,2018-02-09 14:00,9452000,9179000,9459000,9143000,9180000,1513.98336
2018-02-09 14:00,2018-02-09 15:00,9179000,9175000,9250000,9041000,9175000,1571.41396
2018-02-09 15:00,2018-02-09 16:00,9175000,9250000,9308000,9114000,9242000,1051.4011
2018-02-09 16:00,2018-02-09 17:00,9250000,9232000,9337000,9205000,9232000,1002.891948
2018-02-09 17:00,2018-02-09 18:00,9232000,9270000,9310000,9125000,9270000,1036.080269
2018-02-09 18:00,2018-02-09 19:00,9270000,9382000,9444000,9255000,9382000,1590.801251
2018-02-09 19:00,2018-02-09 20:00,9382000,9398000,9443000,9300000,9398000,1201.242093
2018-02-09 20:00,2018-02-09 21:00,9398000,9410000,9563000,9360000,9409000,2082.559071
2018-02-09 21:00,2018-02-09 22:00,9410000,9380000,9466000,9336000,9380000,1079.599536
2018-02-09 22:00,2018-02-09 23:00,9380000,9453000,9483000,9363000,9463000,1008.711663
2018-02-09 23:00,2018-02-10 0:00,9453000,9567000,9630000,9435000,9567000,2356.21281
2018-02-10 0:00,2018-02-10 1:00,9567000,9463000,9622000,9455000,9463000,1207.41691
2018-02-10 1:00,2018-02-10 2:00,9463000,9546000,9569000,9461000,9545000,659.1051877
2018-02-10 2:00,2018-02-10 3:00,9546000,9703000,9776000,9526000,9703000,1260.628262
2018-02-10 3:00,2018-02-10 4:00,9703000,9722000,9815000,9655000,9733000,904.7160265
2018-02-10 4:00,2018-02-10 5:00,9722000,9744000,9818000,9721000,9744000,445.0344034
2018-02-10 5:00,2018-02-10 6:00,9744000,9721000,9806000,9684000,9721000,380.0445254
2018-02-10 6:00,2018-02-10 7:00,9721000,9708000,9778000,9660000,9707000,388.2141502
2018-02-10 7:00,2018-02-10 8:00,9708000,9753000,9760000,9660000,9750000,355.9336043
2018-02-10 8:00,2018-02-10 9:00,9753000,9929000,9934000,9748000,9929000,1093.654323
2018-02-10 9:00,2018-02-10 10:00,9929000,10432000,10598000,9813000,10432000,3494.994961
2018-02-10 10:00,2018-02-10 11:00,10432000,10376000,10550000,10250000,10375000,2838.162594
2018-02-10 11:00,2018-02-10 12:00,10376000,10425000,10535000,10217000,10425000,2339.321202
2018-02-10 12:00,2018-02-10 13:00,10425000,10490000,10590000,10400000,10490000,2085.047574
2018-02-10 13:00,2018-02-10 14:00,10490000,10376000,10495000,10333000,10375000,1282.060875
2018-02-10 14:00,2018-02-10 15:00,10376000,10432000,10472000,10375000,10430000,1003.051459
2018-02-10 15:00,2018-02-10 16:00,10432000,10625000,10651000,10378000,10615000,1867.326561
2018-02-10 16:00,2018-02-10 17:00,10625000,10594000,10656000,10450000,10594000,2101.613254
2018-02-10 17:00,2018-02-10 18:00,10594000,9785000,10616000,9501000,9767000,4030.940313
2018-02-10 18:00,2018-02-10 19:00,9785000,9738000,10126000,9656000,9738000,2479.811223
2018-02-10 19:00,2018-02-10 20:00,9738000,9500000,9878000,9500000,9500000,1200.811358
2018-02-10 20:00,2018-02-10 21:00,9500000,9798000,9899000,9475000,9798000,1215.135094
2018-02-10 21:00,2018-02-10 22:00,9798000,9809000,9855000,9618000,9810000,580.917642
2018-02-10 22:00,2018-02-10 23:00,9809000,9970000,10090000,9784000,9972000,1321.391633
2018-02-10 23:00,2018-02-11 0:00,9970000,9897000,10086000,9801000,9900000,1061.30815
2018-02-11 0:00,2018-02-11 1:00,9897000,9693000,9937000,9561000,9692000,1492.842123
2018-02-11 1:00,2018-02-11 2:00,9693000,9717000,9800000,9600000,9717000,586.8599635
2018-02-11 2:00,2018-02-11 3:00,9717000,9764000,9850000,9676000,9767000,341.9133867
2018-02-11 3:00,2018-02-11 4:00,9764000,9706000,9785000,9639000,9706000,159.7150972
2018-02-11 4:00,2018-02-11 5:00,9706000,9871000,9899000,9640000,9871000,271.6003734
2018-02-11 5:00,2018-02-11 6:00,9871000,9697000,9883000,9647000,9696000,207.693722
2018-02-11 6:00,2018-02-11 7:00,9697000,9738000,9819000,9613000,9740000,274.746394
2018-02-11 7:00,2018-02-11 8:00,9738000,9902000,9927000,9703000,9902000,414.3383337
2018-02-11 8:00,2018-02-11 9:00,9902000,9958000,9969000,9859000,9959000,405.5163613
2018-02-11 9:00,2018-02-11 10:00,9958000,9780000,10045000,9721000,9788000,1142.579354
2018-02-11 10:00,2018-02-11 11:00,9780000,9573000,9799000,9516000,9573000,891.4562385
2018-02-11 11:00,2018-02-11 12:00,9573000,9413000,9573000,9400000,9413000,760.4285809
2018-02-11 12:00,2018-02-11 13:00,9413000,9122000,9418000,9021000,9122000,1639.828495
2018-02-11 13:00,2018-02-11 14:00,9122000,9080000,9333000,9052000,9080000,1062.682517
2018-02-11 14:00,2018-02-11 15:00,9080000,9209000,9266000,9052000,9212000,798.8427126
2018-02-11 15:00,2018-02-11 16:00,9209000,9220000,9240000,9081000,9224000,517.1876039
2018-02-11 16:00,2018-02-11 17:00,9220000,9173000,9293000,9083000,9179000,514.4941219
2018-02-11 17:00,2018-02-11 18:00,9173000,9159000,9182000,9080000,9158000,729.2082077
2018-02-11 18:00,2018-02-11 19:00,9159000,9342000,9343000,9090000,9343000,698.0355097
2018-02-11 19:00,2018-02-11 20:00,9342000,9261000,9489000,9224000,9265000,1103.790248
2018-02-11 20:00,2018-02-11 21:00,9261000,9400000,9429000,9240000,9401000,672.0912883
2018-02-11 21:00,2018-02-11 22:00,9400000,9499000,9660000,9348000,9507000,1729.008419
2018-02-11 22:00,2018-02-11 23:00,9499000,9560000,9621000,9477000,9560000,1039.564492
2018-02-11 23:00,2018-02-12 0:00,9560000,9759000,9770000,9533000,9760000,1049.343586
2018-02-12 0:00,2018-02-12 1:00,9759000,9700000,9784000,9605000,9700000,779.3512254
2018-02-12 1:00,2018-02-12 2:00,9700000,9572000,9795000,9510000,9570000,701.7013505
2018-02-12 2:00,2018-02-12 3:00,9572000,9445000,9620000,9400000,9445000,438.37768
2018-02-12 3:00,2018-02-12 4:00,9445000,9521000,9531000,9401000,9521000,173.6474259
2018-02-12 4:00,2018-02-12 5:00,9521000,9484000,9549000,9453000,9485000,210.4782706
2018-02-12 5:00,2018-02-12 6:00,9484000,9457000,9519000,9426000,9457000,77.84361623
2018-02-12 6:00,2018-02-12 7:00,9457000,9578000,9619000,9449000,9583000,175.7474713
2018-02-12 7:00,2018-02-12 8:00,9578000,9580000,9610000,9549000,9582000,186.0095284
2018-02-12 8:00,2018-02-12 9:00,9580000,9319000,9582000,9252000,9320000,580.9182088
2018-02-12 9:00,2018-02-12 10:00,9319000,9489000,9555000,9305000,9483000,767.3280524
2018-02-12 10:00,2018-02-12 11:00,9489000,9642000,9750000,9475000,9642000,836.7173911
2018-02-12 11:00,2018-02-12 12:00,9642000,9785000,9795000,9604000,9768000,684.3591807
2018-02-12 12:00,2018-02-12 13:00,9785000,9685000,9835000,9630000,9685000,668.3620665
2018-02-12 13:00,2018-02-12 14:00,9685000,9769000,9811000,9680000,9770000,584.6508115
2018-02-12 14:00,2018-02-12 15:00,9769000,9675000,9787000,9651000,9672000,559.5909233
2018-02-12 15:00,2018-02-12 16:00,9675000,9678000,9742000,9670000,9678000,363.4102696
2018-02-12 16:00,2018-02-12 17:00,9678000,9720000,9739000,9651000,9720000,500.9069667
2018-02-12 17:00,2018-02-12 18:00,9720000,9958000,9989000,9719000,9957000,1358.156523
2018-02-12 18:00,2018-02-12 19:00,9958000,9949000,10052000,9846000,9949000,1423.650037
2018-02-12 19:00,2018-02-12 20:00,9949000,9988000,9990000,9876000,9988000,738.9223603
2018-02-12 20:00,2018-02-12 21:00,9988000,9860000,9988000,9820000,9860000,810.7756925
2018-02-12 21:00,2018-02-12 22:00,9860000,9953000,9969000,9859000,9955000,657.7960022
2018-02-12 22:00,2018-02-12 23:00,9953000,9859000,9977000,9859000,9859000,677.8453171
2018-02-12 23:00,2018-02-13 0:00,9859000,9772000,9930000,9737000,9765000,987.5145142
2018-02-13 0:00,2018-02-13 1:00,9772000,9833000,9855000,9766000,9836000,441.3200428
2018-02-13 1:00,2018-02-13 2:00,9833000,9832000,9893000,9819000,9839000,331.5444621
2018-02-13 2:00,2018-02-13 3:00,9832000,9894000,9902000,9807000,9895000,203.2462042
2018-02-13 3:00,2018-02-13 4:00,9894000,9858000,9909000,9833000,9858000,136.5055865
2018-02-13 4:00,2018-02-13 5:00,9858000,9965000,9977000,9847000,9965000,239.5507966
2018-02-13 5:00,2018-02-13 6:00,9965000,10010000,10059000,9955000,10010000,433.2329918
2018-02-13 6:00,2018-02-13 7:00,10010000,10031000,10045000,9957000,10042000,248.0576938
2018-02-13 7:00,2018-02-13 8:00,10031000,10092000,10092000,9978000,10092000,316.9003654
2018-02-13 8:00,2018-02-13 9:00,10092000,10149000,10195000,10055000,10140000,786.378607
2018-02-13 9:00,2018-02-13 10:00,10149000,10205000,10220000,10077000,10205000,984.1918077
2018-02-13 10:00,2018-02-13 11:00,10205000,10033000,10206000,10001000,10035000,609.0972189
2018-02-13 11:00,2018-02-13 12:00,10033000,10027000,10065000,9966000,10028000,728.670534
2018-02-13 12:00,2018-02-13 13:00,10027000,10048000,10066000,10004000,10048000,438.772549
2018-02-13 13:00,2018-02-13 14:00,10048000,9962000,10064000,9928000,9962000,846.9495645
2018-02-13 14:00,2018-02-13 15:00,9962000,9969000,9996000,9928000,9969000,617.9743007
2018-02-13 15:00,2018-02-13 16:00,9969000,10052000,10060000,9961000,10051000,503.0236285
2018-02-13 16:00,2018-02-13 17:00,10052000,10015000,10100000,10010000,10015000,709.6927995
2018-02-13 17:00,2018-02-13 18:00,10015000,9935000,10030000,9856000,9936000,1054.109346
2018-02-13 18:00,2018-02-13 19:00,9935000,9746000,9937000,9700000,9746000,1082.519554
2018-02-13 19:00,2018-02-13 20:00,9746000,9807000,9869000,9630000,9801000,922.5650544
2018-02-13 20:00,2018-02-13 21:00,9807000,9869000,9930000,9749000,9869000,903.7278728
2018-02-13 21:00,2018-02-13 22:00,9869000,9903000,9935000,9845000,9905000,761.8405254
2018-02-13 22:00,2018-02-13 23:00,9903000,9885000,9949000,9850000,9884000,569.5099038
2018-02-13 23:00,2018-02-14 0:00,9885000,9901000,9962000,9866000,9900000,614.064902
2018-02-14 0:00,2018-02-14 1:00,9901000,9793000,9922000,9793000,9793000,509.1072361
2018-02-14 1:00,2018-02-14 2:00,9793000,9813000,9861000,9781000,9813000,248.3342088
2018-02-14 2:00,2018-02-14 3:00,9813000,9858000,9883000,9778000,9858000,285.9608425
2018-02-14 3:00,2018-02-14 4:00,9858000,9855000,9900000,9822000,9856000,158.9315485
2018-02-14 4:00,2018-02-14 5:00,9855000,9847000,9872000,9820000,9847000,102.7221322
2018-02-14 5:00,2018-02-14 6:00,9847000,9933000,9935000,9836000,9930000,200.6854118
2018-02-14 6:00,2018-02-14 7:00,9933000,9888000,9940000,9888000,9888000,207.6065673
2018-02-14 7:00,2018-02-14 8:00,9888000,9871000,9949000,9830000,9871000,313.3942303
2018-02-14 8:00,2018-02-14 9:00,9871000,9906000,9925000,9837000,9906000,362.1190015
2018-02-14 9:00,2018-02-14 10:00,9906000,9949000,10020000,9896000,9949000,999.9750315
2018-02-14 10:00,2018-02-14 11:00,9949000,10029000,10030000,9926000,10030000,731.8674093
2018-02-14 11:00,2018-02-14 12:00,10029000,10043000,10072000,10004000,10043000,592.0044398
2018-02-14 12:00,2018-02-14 13:00,10043000,10004000,10064000,9966000,10003000,634.4634675
2018-02-14 13:00,2018-02-14 14:00,10004000,10049000,10110000,10003000,10049000,776.1352123
2018-02-14 14:00,2018-02-14 15:00,10049000,10049000,10059000,9992000,10050000,550.9378088
2018-02-14 15:00,2018-02-14 16:00,10049000,10000000,10067000,10000000,10000000,463.8189777
2018-02-14 16:00,2018-02-14 17:00,10000000,10050000,10080000,9990000,10050000,517.5864743
2018-02-14 17:00,2018-02-14 18:00,10050000,10054000,10062000,10015000,10057000,409.4572142
2018-02-14 18:00,2018-02-14 19:00,10054000,9995000,10070000,9993000,9995000,423.5208043
2018-02-14 19:00,2018-02-14 20:00,9995000,10014000,10090000,9990000,10015000,713.539253
2018-02-14 20:00,2018-02-14 21:00,10014000,10175000,10205000,10002000,10175000,1076.546986
2018-02-14 21:00,2018-02-14 22:00,10175000,10336000,10430000,10171000,10336000,2588.287647
2018-02-14 22:00,2018-02-14 23:00,10336000,10450000,10465000,10330000,10449000,1779.569189
2018-02-14 23:00,2018-02-15 0:00,10450000,10432000,10510000,10361000,10430000,1323.52101
2018-02-15 0:00,2018-02-15 1:00,10432000,10471000,10485000,10404000,10471000,806.5563371
2018-02-15 1:00,2018-02-15 2:00,10471000,10349000,10481000,10301000,10348000,650.1431795
2018-02-15 2:00,2018-02-15 3:00,10349000,10407000,10430000,10340000,10410000,225.539134
2018-02-15 3:00,2018-02-15 4:00,10407000,10344000,10443000,10331000,10354000,322.2955426
2018-02-15 4:00,2018-02-15 5:00,10344000,10295000,10356000,10262000,10298000,200.2031267
2018-02-15 5:00,2018-02-15 6:00,10295000,10323000,10343000,10261000,10322000,127.9966022
2018-02-15 6:00,2018-02-15 7:00,10323000,10285000,10339000,10250000,10290000,231.1057672
2018-02-15 7:00,2018-02-15 8:00,10285000,10421000,10425000,10223000,10421000,441.0930568
2018-02-15 8:00,2018-02-15 9:00,10421000,10473000,10508000,10405000,10473000,678.5073887
2018-02-15 9:00,2018-02-15 10:00,10473000,10573000,10690000,10355000,10578000,1690.779236
2018-02-15 10:00,2018-02-15 11:00,10573000,10590000,10615000,10524000,10582000,718.0063967
2018-02-15 11:00,2018-02-15 12:00,10590000,10888000,10943000,10582000,10888000,2283.235282
2018-02-15 12:00,2018-02-15 13:00,10888000,10951000,10970000,10867000,10951000,1391.024305
2018-02-15 13:00,2018-02-15 14:00,10951000,11235000,11260000,10949000,11237000,1798.734281
2018-02-15 14:00,2018-02-15 15:00,11235000,10987000,11239000,10860000,10988000,2157.258396
2018-02-15 15:00,2018-02-15 16:00,10987000,10900000,11054000,10860000,10898000,997.6173059
2018-02-15 16:00,2018-02-15 17:00,10900000,11041000,11089000,10860000,11040000,1123.884145
2018-02-15 17:00,2018-02-15 18:00,11041000,11065000,11094000,11001000,11065000,1110.856693
